2,./known_images/34-18#_970fa332-5e81-4b8b-b02e-eba29199f2e2241.JPG,"[-0.1611865   0.08079634  0.04709514 -0.07572369 -0.061226   -0.07274301
  0.03160132 -0.03908427  0.14181376 -0.07713631  0.14814554 -0.06208529
 -0.21985818 -0.01079033 -0.02681471  0.13626677 -0.07077018 -0.12248571
 -0.11471406 -0.17623554  0.07131401  0.0642595  -0.0170546   0.03810827
 -0.12037569 -0.25439757 -0.05736712 -0.07445943  0.04123323 -0.04684834
  0.03235648 -0.0212581  -0.22006615 -0.05604238 -0.00098863  0.09838697
 -0.03440388 -0.08806191  0.1689402   0.02943969 -0.12151381 -0.0186267
  0.10417704  0.27493379  0.16266274  0.03063302  0.00353493 -0.01942751
  0.04445584 -0.21785784  0.08488646  0.08296342  0.11784513  0.07152413
  0.11348231 -0.13007912  0.0513608   0.07667874 -0.14705357  0.03947869
  0.07120831 -0.02871487 -0.06597667 -0.06769428  0.17263132  0.07654519
 -0.04293001 -0.09915547  0.16429192 -0.17788395 -0.04551389  0.05641754
 -0.08216382 -0.08660628 -0.26275679  0.05991406  0.40648323  0.17931412
 -0.11660776  0.01456092 -0.04860842  0.01404703  0.08518641 -0.03436273
 -0.10657354 -0.02378197 -0.09961375  0.06837036  0.18844131  0.00092354
 -0.06416195  0.13133243  0.03044416 -0.06024787  0.00743792 -0.00408337
 -0.10529496 -0.01675712 -0.07267217 -0.05027206  0.09101518 -0.12251621
  0.01387183  0.12613933 -0.23534237  0.10447548 -0.00384894 -0.06151567
 -0.01826376  0.12487618 -0.11923449 -0.01732951  0.12066422 -0.14916611
  0.14635013  0.19730771 -0.04490363  0.11028436  0.05583929  0.09533516
 -0.01346343  0.02687101 -0.12063208 -0.12329924 -0.00792137  0.03404438
  0.09984744  0.09381136]"
4,./known_images/IMG-201806#_103c3015-a339-4952-939a-8de040f9aac71455.jpg,"[-0.13555171  0.13088927  0.09008106 -0.00243039  0.01494935 -0.02474592
 -0.03122909  0.01187261  0.09534755 -0.07291808  0.17641601  0.01035896
 -0.20822021 -0.1393128   0.02348824  0.06366182 -0.09202047 -0.12442123
 -0.08512978 -0.05452075  0.03939493 -0.04235211 -0.02012324  0.04337871
 -0.12385266 -0.3839063  -0.04998815 -0.1035717  -0.01008362 -0.09934784
  0.04164542 -0.02637576 -0.16416524  0.00996082 -0.08839807  0.09004649
 -0.01685818 -0.05341515  0.18870443 -0.01281557 -0.12423567 -0.06974048
  0.05169553  0.26025498  0.1691058   0.01074048  0.03978382  0.02903518
  0.17042181 -0.2856856   0.05441304  0.1305781   0.11929192  0.0687775
  0.15733853 -0.11610977  0.05068961  0.08585291 -0.25053537  0.03322376
 -0.09644891  0.02169144 -0.10494719 -0.02293492  0.20774016  0.18088678
 -0.10404851 -0.10170382  0.12748219 -0.22042048  0.0325723   0.11717788
 -0.04732796 -0.18493043 -0.25222337  0.07826956  0.35597244  0.21198463
 -0.17200045  0.03773845 -0.07831801 -0.06536854  0.11363737  0.02047776
 -0.12751463  0.06215978 -0.11735275  0.04273571  0.13242398  0.0745578
 -0.0606152   0.17127056  0.03769165  0.02479112  0.04382454 -0.01557358
 -0.0901808  -0.03589326 -0.12815522 -0.03231784  0.08843377 -0.06628307
 -0.02669109  0.00611111 -0.14569536  0.10375405  0.03565664  0.00585745
  0.00835777  0.04315504 -0.16240849 -0.03638227  0.11521793 -0.2618081
  0.10956876  0.09847491 -0.07990393  0.14270154  0.10266893  0.0625193
 -0.01842632 -0.07767481 -0.08423021 -0.05320752  0.0374595  -0.00169847
  0.06967823 -0.03010732]"
5,./known_images/SHAFFI#_a5dd0f15-ad40-4b8b-8081-ad19378d2db91750.jpg,"[-0.16556059  0.17626281  0.09109924 -0.03394743 -0.02870836 -0.08796712
 -0.01270583 -0.06444094  0.20286445 -0.12251333  0.16462147  0.00802696
 -0.13405144 -0.09226131 -0.04352001  0.04561489 -0.01382873 -0.19984917
 -0.12535295 -0.13631287  0.00396454  0.01823307 -0.01463764 -0.00449734
 -0.20063865 -0.30408883 -0.06289212 -0.15130308 -0.0189865  -0.13586986
 -0.02818219 -0.02356731 -0.19360644 -0.08462182 -0.00649633  0.1391241
  0.03365824  0.05782093  0.16874944  0.00374209 -0.12869279  0.0618559
  0.03992116  0.31632829  0.17915496  0.02632324 -0.03116242 -0.02616741
  0.17170277 -0.20539036  0.1161596   0.09075831  0.15871111  0.05659059
  0.16442999 -0.08363804  0.03433274  0.03449421 -0.25211266  0.08081141
  0.06377114 -0.05204238 -0.12478896 -0.00364266  0.23143455  0.19218579
 -0.07928132 -0.08948984  0.17828891 -0.2165383   0.06935347  0.09455369
 -0.03140198 -0.09024246 -0.15991962  0.10866413  0.436371    0.18321306
 -0.18916136  0.00560322 -0.10994466 -0.01807953  0.0390296  -0.06153018
 -0.16693053  0.06516745 -0.0857487   0.06331104  0.204531    0.09338216
 -0.06222602  0.14810725  0.00321034  0.0279037   0.08137129 -0.04726909
 -0.15776944 -0.08800939 -0.10688199 -0.02285351  0.0327739  -0.15083736
 -0.03702766  0.05266307 -0.15247473  0.12709914 -0.03288116 -0.02077231
 -0.06199484  0.13642882 -0.07425475 -0.056964    0.13292685 -0.20396391
  0.21581371  0.07015846 -0.05810646  0.12846592  0.04229135  0.03971539
 -0.00261757  0.02868579 -0.04319333 -0.12471534  0.00083728 -0.06150363
  0.16134414  0.03295857]"
7,./known_images/Srinivasa#_f7995090-cc94-4800-a30c-c5630ac18563351.jpg,"[-0.09516204  0.03597319  0.08050026  0.00092664  0.06563783 -0.03232767
  0.14001153 -0.04954328  0.23071545 -0.12306617  0.22942899 -0.0027222
 -0.19191694 -0.17472692 -0.01695826  0.13176763 -0.10996975 -0.15078448
 -0.15314288 -0.11601169 -0.04567088  0.02221278  0.04082609  0.00798776
 -0.07394187 -0.36707383 -0.04847163 -0.13832071  0.01184184 -0.06502393
  0.03614333  0.09099582 -0.18951818 -0.07284111 -0.04408679  0.01463369
  0.02796523 -0.00695318  0.20541817  0.03484552 -0.12118968  0.0146755
 -0.00878541  0.32913855  0.16510807 -0.00671756 -0.02808946  0.0234261
  0.09758347 -0.25358504  0.02783755  0.05613828  0.11117512  0.01366408
  0.08959631 -0.10411039 -0.02506099  0.03541912 -0.18382226  0.06647919
 -0.0484573  -0.11924523 -0.08163434 -0.00319203  0.23000242  0.12327895
 -0.09630983 -0.10439794  0.1972297  -0.17192698  0.02093761  0.00052533
 -0.11528683 -0.06765787 -0.30846453  0.09495241  0.3850157   0.07755685
 -0.14921542  0.03477477 -0.12075201  0.03908549  0.01991294  0.10284422
 -0.11956239  0.0158646  -0.06585155  0.00833303  0.10731791  0.06072192
 -0.15952401  0.17824043 -0.07603021 -0.00085463  0.02932059 -0.08324748
 -0.04582673 -0.03307369 -0.12125154  0.01283504  0.05543872 -0.08180178
  0.00649329  0.1116625  -0.16807032  0.08092674 -0.04323248  0.00730696
  0.07935701  0.10785522 -0.08066359 -0.04601644  0.09284607 -0.22176023
  0.20304081  0.15987103  0.00906126  0.13049975  0.03061895  0.04005225
 -0.01262993  0.08374988 -0.13946906 -0.06476265  0.03656553 -0.00157983
  0.0749284   0.04692972]"
9,./known_images/cr no 135-#_df9d1256-bc43-48ec-a8d1-46d1ad3970e31507.jpg,"[-0.10015621  0.11896487  0.01943958 -0.02770015 -0.04810818 -0.05193739
 -0.04550933 -0.1938654   0.14955536 -0.02930067  0.26461235 -0.07275834
 -0.21623933 -0.14807186  0.04532702  0.06935031 -0.13735226 -0.15162511
 -0.06936257 -0.12676983 -0.01693774 -0.00231994  0.08116698 -0.0170005
 -0.08373202 -0.40635619 -0.08038228 -0.14438993  0.07068868 -0.09814997
  0.01844655  0.02179062 -0.14618626 -0.07053264  0.05969681  0.0984456
 -0.06367013  0.03363942  0.21158393 -0.02444117 -0.11274741  0.0138566
  0.00986237  0.29298767  0.19326121  0.11810903  0.01387611 -0.06415748
  0.10592036 -0.16294542  0.04411078  0.15582687  0.14961436 -0.02028672
  0.17347746 -0.1144236  -0.02546846  0.0402766  -0.21376362  0.08758052
  0.09486973 -0.11609508 -0.03271465 -0.10923745  0.29955152  0.07012227
 -0.10773234 -0.07504673  0.17172055 -0.12961152 -0.06192584  0.05066914
 -0.0869588  -0.17268647 -0.24879393  0.01991939  0.40127853  0.10525335
 -0.22321777  0.01003409 -0.03879594 -0.03232899  0.0554923   0.04027467
 -0.09540731  0.00353905 -0.1346447  -0.06957141  0.16721183 -0.03888308
 -0.04997326  0.16362515 -0.08371334  0.09660657  0.05223885 -0.03315378
 -0.14122853 -0.01767162 -0.12292401 -0.06459455 -0.01124077 -0.1320798
  0.02906683  0.04525784 -0.13074186  0.14799114 -0.02510457 -0.00474297
 -0.07218618  0.03716258 -0.03538525 -0.02984842  0.16932136 -0.33762333
  0.24930495  0.18199939  0.02716542  0.17377202  0.00363153  0.05532165
 -0.03615337  0.05147724 -0.12358247 -0.12773529 -0.06031384 -0.01996913
  0.06897701  0.06565563]"
10,./known_images/cr 76 a2 0#_92de9fe6-d840-4c14-915b-72f84af50c401508.jpg,"[-0.21031839  0.13088639 -0.01092378 -0.0376924  -0.04561479 -0.09629456
  0.02905949 -0.15396924  0.11040051  0.04954095  0.17821628 -0.06156458
 -0.21074526 -0.02979251 -0.06244204  0.08426937 -0.22975589 -0.11737101
 -0.0771428  -0.08983201  0.05898317  0.06974414  0.03588994  0.01743706
 -0.12932128 -0.32748139 -0.07768889 -0.02507181  0.14062656 -0.04716417
  0.09695329  0.05930633 -0.2246695  -0.01055828  0.07780374  0.08009844
 -0.00856181  0.00280774  0.21702167  0.04839111 -0.20399043  0.04136219
  0.05652173  0.31861514  0.20759116  0.11257637 -0.02424799 -0.10935466
  0.11449593 -0.17437756  0.08582561  0.18040982  0.09439132 -0.02634135
  0.0390812  -0.17925501 -0.00848965  0.0587935  -0.20142251  0.08505707
  0.12715241 -0.12959534 -0.00401668 -0.0399616   0.10349976  0.03941101
 -0.09483127 -0.14191368  0.18457241 -0.18839884 -0.00941036  0.09530726
 -0.02200205 -0.16347167 -0.29760674  0.01186052  0.40431607  0.06032863
 -0.14173441  0.0287255  -0.02558133  0.00470723  0.12353903  0.07496212
 -0.17468703 -0.04296957 -0.16418096 -0.0380164   0.23575266  0.03825409
 -0.10033374  0.21060841 -0.02299622  0.01015749  0.05817957  0.07339779
 -0.14260629 -0.01702997 -0.05422718 -0.05281208  0.06138401 -0.14578326
 -0.00508303  0.14183037 -0.17590702  0.1829199  -0.00729883  0.03262451
 -0.02643446  0.00531978 -0.05945838 -0.00982989  0.12666966 -0.26134738
  0.26608747  0.17855999 -0.02676919  0.15124086  0.08080272  0.06278013
 -0.01597814  0.049236   -0.11216496 -0.12218372 -0.00700887 -0.04948052
  0.10688717  0.04717697]"
11,./known_images/IMG_201907#_2af46136-e4b2-496b-bb2b-00bae9a625b41291.jpg,"[-1.52341902e-01  1.13288134e-01  6.81506917e-02 -1.09714076e-01
 -1.09104022e-01 -5.54284975e-02 -7.05587789e-02 -1.70802265e-01
  2.08543092e-01 -1.49284229e-01  1.65304035e-01 -3.70640680e-02
 -1.72366098e-01 -6.67682141e-02 -6.82052672e-02  1.53142422e-01
 -1.75040334e-01 -1.91268101e-01  2.90872268e-02 -1.41618121e-02
  5.62590584e-02  1.20148808e-02  1.10390149e-02  1.37968570e-01
 -1.29033938e-01 -3.44019115e-01 -1.45306408e-01 -1.14044555e-01
 -4.02885005e-02 -1.11078188e-01  2.69236062e-02  8.91144052e-02
 -2.53886759e-01 -3.17441821e-02 -3.46337855e-02  1.27462134e-01
  6.03555515e-02 -3.62220258e-02  1.32476255e-01  4.10825107e-03
 -2.60197610e-01 -1.42784581e-01  7.25602582e-02  2.16792837e-01
  1.89360887e-01 -4.00849432e-02  2.98958402e-02 -3.86541001e-02
  9.14759189e-02 -2.04534560e-01 -1.19613856e-02  1.29256174e-01
  6.51138648e-02  4.71299887e-02  2.28479598e-03 -1.48254618e-01
  2.95909867e-02 -5.86453825e-04 -1.38579533e-01 -8.09995271e-03
  5.86415380e-02 -1.15105912e-01 -5.51261082e-02  1.36252102e-02
  2.62258649e-01  7.78962225e-02 -1.04843952e-01 -1.30010590e-01
  2.43742302e-01 -1.82668731e-01 -4.10922505e-02  8.76005366e-02
 -1.20826073e-01 -1.54672176e-01 -2.98430264e-01 -3.44949104e-02
  4.57206994e-01  7.59809539e-02 -1.46819800e-01  1.28627062e-01
 -1.71571463e-01 -1.45431841e-02 -3.80706526e-02  1.30809888e-01
 -8.43261927e-03  1.76186293e-01 -7.53681436e-02  8.54141936e-02
  2.35543042e-01 -1.39383581e-02 -1.30912289e-04  2.08703592e-01
 -2.87803784e-02  5.94554767e-02  1.02846324e-01  8.45411867e-02
 -8.32354464e-03 -3.92541401e-02 -1.36170208e-01  2.95334049e-02
  5.21807931e-04 -6.62317872e-02 -6.63265139e-02  8.81251395e-02
 -2.17527807e-01  1.74123764e-01  5.60330153e-02 -5.34684621e-02
 -8.69506821e-02  2.89192498e-02 -1.13490030e-01 -5.34811988e-02
  1.88722238e-01 -2.46328339e-01  1.75941870e-01  1.45403564e-01
 -2.70337835e-02  1.96736768e-01  4.13567424e-02  1.23914748e-01
 -2.27667429e-02 -1.24419913e-01 -8.05245638e-02 -9.71394777e-02
  6.24833554e-02 -8.14408883e-02  5.68846315e-02  2.56210584e-02]"
12,./known_images/25_06_2018#_6c4e97f3-0998-4382-92fd-826da85550b11509.jpg,"[-8.73032436e-02  1.25158206e-01  7.10195452e-02 -1.93169937e-02
 -3.67707647e-02 -1.26235455e-01 -1.94451958e-03 -7.77632892e-02
  1.97180852e-01 -2.39852928e-02  1.65551886e-01 -5.74848615e-02
 -2.03804672e-01 -1.20100677e-01  1.98939182e-02  6.39957339e-02
 -1.11850306e-01 -8.90055969e-02 -6.79005533e-02 -4.69858646e-02
  1.16267189e-01  1.02663852e-01  7.00896755e-02  3.40538397e-02
 -1.53125286e-01 -3.27199012e-01 -6.37890324e-02 -1.97620466e-01
  2.40095779e-02 -6.53580427e-02  2.57075243e-02  8.08712840e-02
 -1.30981624e-01 -1.19990066e-01  1.03560537e-02  8.71409327e-02
  1.12142200e-02 -2.34897807e-02  2.04141796e-01 -2.31693573e-02
 -1.56614721e-01 -4.60247286e-02 -4.14655544e-02  2.11886287e-01
  8.44272971e-02  8.55381507e-03  9.31085646e-02 -2.73231640e-02
  1.48864016e-01 -1.96133092e-01 -2.39052053e-04  1.41881734e-01
  1.20896682e-01  4.15578261e-02  1.58901691e-01 -1.21486694e-01
  1.14560701e-01  1.35936454e-01 -3.14585596e-01  1.00461170e-01
  7.92219117e-02 -8.56622905e-02 -3.54133621e-02  4.50614542e-02
  1.92442223e-01  5.49818724e-02 -7.72744119e-02 -1.08254381e-01
  1.20539889e-01 -1.57996610e-01 -3.85124981e-02  1.52249441e-01
 -7.54102767e-02 -1.63823724e-01 -2.35071540e-01  1.22840628e-02
  3.37481767e-01  1.01800062e-01 -2.22356945e-01  4.15654778e-02
 -7.25944638e-02 -6.40242733e-03  7.79449269e-02  1.72905214e-02
 -8.63926783e-02  6.65346310e-02 -1.74394235e-01 -3.82638574e-02
  1.32875770e-01  1.57422647e-02 -2.34950259e-02  2.38576114e-01
  1.63194761e-02  4.59349938e-02  6.11876920e-02  5.84857911e-03
 -1.09814018e-01 -2.03799736e-02 -8.14575702e-04  3.07091959e-02
  1.50916547e-01 -1.40006304e-01 -6.32156357e-02  3.60275097e-02
 -1.65236741e-01  1.55756116e-01 -9.56147909e-02  3.50846536e-03
 -7.81534016e-02 -5.31571433e-02 -6.00255951e-02  3.23026553e-02
  1.80353343e-01 -2.50182569e-01  1.82269514e-01  1.18925244e-01
 -1.00218959e-01  1.56857908e-01 -2.77804583e-02  4.20322828e-02
 -5.62801287e-02 -3.44810598e-02 -1.53615385e-01 -1.47954613e-01
  6.93437159e-02 -5.70935309e-02  4.73010056e-02 -4.46777418e-03]"
13,./known_images/76-18#_ac6101ce-afbd-44e0-9356-5028b4034694241.JPG,"[-0.12129274  0.06876928  0.04675237 -0.08525836 -0.15666828 -0.0160423
  0.04074533 -0.11738937  0.10745972 -0.10821701  0.24382386 -0.078631
 -0.23756069 -0.0332533   0.03539398  0.17206007 -0.10434779 -0.14757895
 -0.10229507  0.03523488 -0.06305511 -0.01209552 -0.0721688   0.09603573
 -0.02029467 -0.34383327 -0.05222572 -0.06886338  0.00178799 -0.03386136
 -0.00694186  0.0879072  -0.16859867 -0.05066739  0.00753851  0.03588542
 -0.0840469  -0.07291697  0.22578469 -0.00221543 -0.266186   -0.07077173
  0.06536946  0.21789037  0.14111316  0.01795346  0.04093317 -0.0799786
  0.07324129 -0.20384406  0.00219335  0.13557449  0.06291287  0.05950423
  0.00295333 -0.16815628  0.02573365  0.07026836 -0.15916517 -0.00878916
  0.0850336  -0.10677192 -0.03798816 -0.11154614  0.26477534  0.10028444
 -0.09368716 -0.10897305  0.16454536 -0.15184423 -0.10425514  0.00113918
 -0.11062049 -0.15345328 -0.25325787  0.02147868  0.36229292  0.14301361
 -0.17733982  0.02807169 -0.06946282 -0.04820909  0.11644866  0.12907536
 -0.00046251 -0.04234254 -0.03527766 -0.0363282   0.20324592 -0.02663626
  0.04899999  0.17401436 -0.01023223 -0.01026202  0.02303009  0.01326309
 -0.04841298  0.0385318  -0.07849747  0.02389839  0.01832253 -0.07742344
  0.05447038  0.10019802 -0.21034017  0.16569714  0.01963869  0.04454937
  0.06188672  0.02909419 -0.03588534 -0.07397538  0.12343136 -0.18962562
  0.21368136  0.12088232 -0.03490609  0.12398568  0.09259877  0.13363667
 -0.0294763  -0.02312054 -0.20339979 -0.07257547  0.10411916 -0.01573489
  0.0718891   0.04282821]"
16,./known_images/Photo 17#_df5631dc-fa8f-46eb-94ae-5bbdc60d1599266.jpg,"[-0.17448623  0.14626727  0.08928844 -0.03827264 -0.08412837 -0.0381508
  0.07630713 -0.11158411  0.17944473 -0.0255037   0.29537183  0.05809022
 -0.15712047 -0.19066752  0.03848293  0.15110742 -0.0724107  -0.19802509
 -0.08592773 -0.09450395 -0.01835449  0.0126809  -0.00608263  0.07038811
 -0.10458758 -0.26825896 -0.06162925 -0.09735321  0.03587374 -0.10582648
  0.09809332  0.03849979 -0.22119018 -0.04883115 -0.03108012  0.08956122
 -0.03677208 -0.04200681  0.16561025 -0.00421186 -0.14980137 -0.09005643
  0.01988631  0.27495232  0.16441746 -0.03673566  0.07966142  0.03103971
  0.00974267 -0.18833889  0.04666433  0.08121713  0.11708216  0.03902914
  0.03155375 -0.13187689 -0.02490605  0.07647736 -0.15877999  0.03566677
  0.03725459 -0.08977106 -0.12929253 -0.01500461  0.21860577  0.11785528
 -0.07915992 -0.14453854  0.18231632 -0.17428294 -0.07699057  0.11977261
 -0.0855708  -0.11967737 -0.25474495  0.07543322  0.42282808  0.11149172
 -0.2124159  -0.0298667  -0.10564505  0.04040779  0.00617111  0.02697015
 -0.05672409  0.03792512 -0.17329067 -0.00685903  0.18007284  0.0394142
 -0.04433597  0.21922575  0.03698123 -0.04854387  0.02710828  0.00935638
  0.04511308  0.00451587 -0.04557472 -0.05710346  0.04870215 -0.06763574
 -0.0064917   0.06574927 -0.16932265  0.17071123  0.0327611   0.06027399
 -0.02946063  0.06665841 -0.06888268 -0.06521457  0.14681885 -0.20133984
  0.16283092  0.16141376 -0.06965235  0.13128103  0.04316533  0.13874999
 -0.03214481 -0.07607847 -0.06243165 -0.07654871 -0.00928161 -0.05899438
  0.07935194  0.07268453]"
